claim_id,profile_id,stage_id,s_dimension,claim_text,claim_type,evidence_basis,pack_source_ids,candidate_source_ids,support_direction,directness,scope_match,pathway_match,lifecycle_match,quantitative_value,unit,denominator,time_period,source_locator,counterevidence_or_confounder,verification_status,review_route,notes
fusion-clm-091,sp-0018,plasma_control,S2,"EAST reported a 1,066-second high-confinement plasma.",observed facility milestone,observed facility milestone,S-CN-EAST,fusion-src-001,supports_with_limits,direct,partial,frozen_tokamak_pathway,research_not_pilot,1066,seconds,single reported H-mode discharge,2025-01-20,Article body paragraph 2.,"Duration is not AI causation, net energy, or availability.",verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-092,sp-0018,plasma_control,S2,A learned controller ran at 1 kHz during reported HL-3 experiments.,observed experimental result,observed experimental result,S-CN-HL3-AI,fusion-src-007,supports,direct,exact_stage,frozen_tokamak_pathway,research_device,1000,hertz,controller update rate,2025,"Methods and Results, HL-3 experimental deployment.",Research-device controller; no pilot transfer established.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-093,sp-0018,plasma_control,S5,The DIII-D tearing-instability paper describes its live-device result as an early proof of concept.,observed experimental result,observed experimental result,S-AI-DIII-D,fusion-src-018,complicates,direct,exact_stage,frozen_tokamak_pathway,research_device,missing,missing,missing,2024,Main text discussion and Methods.,Proof of concept is not a universal safety controller.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-094,sp-0017,diagnostics,S2,The EAST locked-mode predictor reported a mean warning time of 137 ms.,proof of concept,proof of concept,S-CN-EAST-AI,fusion-src-008,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,research_device,137,milliseconds,mean warning time for evaluated alarms,EAST 2015-2022 data,Abstract and Results.,Prediction is not avoidance or safe termination.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-095,sp-0021,magnets,S4,CRAFT reported completion of TF magnet winding manufacture on 26 February 2026.,observed facility milestone,observed facility milestone,S-CN-CRAFT-TF,fusion-src-002,supports,direct,exact_stage,frozen_tokamak_pathway,component_fabrication,2026-02-26,date,one CRAFT TF winding milestone,2026-02-26,Article paragraphs 1-2.,A component milestone is not integrated-plant operation.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-096,sp-0026,component_fabrication,S4,A second one-eighth BEST vacuum-vessel sector passed acceptance and was delivered after the pack cut-off.,observed facility milestone,observed facility milestone,S-CN-MFG,fusion-src-016,supports,direct,exact_stage,frozen_tokamak_pathway,component_fabrication,1/8,vessel sector,second reported sector,2026-08-14,Article paragraph 2.,Not full vessel completion or construction completion.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-097,sp-0029,reliability_demonstration,S4,W7-X reported 1.8 GJ energy turnover during a 360-second discharge.,observed experimental result,observed experimental result,S-DE-W7X,fusion-src-032,complicates,direct,partial,stellarator_pathway_contrast,research_device,1.8,gigajoules,energy turnover in a 360-second discharge,2025 campaign,Article energy-turnover section.,Different metric/discharge from the 43-second triple-product result; not availability.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-098,sp-0028,commissioning,S4,ITER's baseline proposal schedules integrated commissioning in 2033-34 before research operation in 2034.,official target,official target,S-ITER-BASE,fusion-src-036,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,future_international_facility,2033-2034,calendar years,baseline proposal,current baseline page,Assembly overview timeline.,"Target schedule, not observed duration or completion.",verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-099,sp-0030,licensing,S2,The NRC proposed rule opened a 90-day public-comment period ending 27 May 2026.,observed legal/regulatory status,observed legal/regulatory status,S-US-NRC,fusion-src-039,complicates,direct,partial,frozen_tokamak_pathway,rulemaking_not_licence,90,days,rulemaking public-comment period; not a plant-licence review,2026-02-26 to 2026-05-27,Federal Register Dates section.,Rulemaking interval is not a plant-licence review duration and cannot support a licensing-feedback-speed estimate.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-100,sp-0031,grid_integration,S4,STEP targets first operations for 2040; this is not an observed grid milestone.,official target,official target,S-UK-STEP,fusion-src-035,complicates,direct,partial,spherical_tokamak_contrast,future_program,2040,year,programme target,living page verified 2026-08-31,About page section 'Our vision'.,Undated living page; target is not an outcome.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-101,sp-0015,simulation,S2,A conventional HEAT magnetic-shadow calculation could take around 30 minutes for one simulation and longer for complex geometries.,proof of concept,proof of concept,unassigned_pack_table,fusion-src-023,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,geometry_specific_simulation,30,minutes,one SPARC magnetic-shadow simulation,published 2025-08-13,PPPL article paragraph 101.,Calculation time for a small geometry-specific design task is not plant schedule or materials-qualification duration.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-102,sp-0015,simulation,S2,HEAT-ML reduced the scoped magnetic-shadow calculation to a few milliseconds.,proof of concept,proof of concept,unassigned_pack_table,fusion-src-023,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,geometry_specific_simulation,few,milliseconds,one SPARC magnetic-shadow calculation,published 2025-08-13,PPPL article paragraph 102; linked DOI 10.1016/j.fusengdes.2025.115010.,The method is tied to 15 tiles in a small part of SPARC's exhaust geometry; no plant-level acceleration is established.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-103,sp-0015,simulation,S3,"The HEAT-ML neural network used a training database of approximately 1,000 SPARC HEAT simulations.",proof of concept,proof of concept,unassigned_pack_table,fusion-src-023,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,geometry_specific_simulation,1000,simulations,approximately; SPARC HEAT training database,published 2025-08-13,PPPL article paragraph 102.,"Training-set size is not an affordability, qualification-throughput, or generic plasma-facing-component outcome.",verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-104,sp-0027,construction,S4,"ITER installed the sixth of nine tokamak sector modules during 27-28 July 2026, putting two-thirds of the plasma chamber in place.",observed facility milestone,observed facility milestone,S-ITER-2026,fusion-src-037,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,construction_not_completion,6,sector modules,nine-module plasma chamber; two-thirds installed,2026-07-27 to 2026-07-28,ITER article paragraphs 162 and 167; official road-to-ITER milestone page.,"Observed construction milestone only; not an AI result, completed chamber, commissioning, or plant completion.",verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-105,sp-0028,commissioning,S4,PPPL's living NSTX-U page stated that the Recovery Project was 93% complete when checked on 31 August 2026.,observed facility milestone,observed facility milestone,S-US-NSTXU,fusion-src-030,supports_with_limits,direct,partial,frozen_tokamak_pathway,living_project_status_not_recommissioning,93,percent,NSTX-U Recovery Project status on a mutable living page,checked 2026-08-31,"PPPL NSTX-U page, section 'Recovery Project'.","Not completed recommissioning, a fixed historical statistic, or an experimental outcome; recheck on any project-page update.",verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-106,sp-0020,materials_qualification,S2,IFMIF-DONES targets roughly 20-30 dpa over about 2.5 full-power years in approximately 300 cm3.,official target,official target,targeted_ifmif_dones,fusion-src-046,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,designed_under_development_not_completed,20-30,dpa,approximately 300 cm3 high-flux volume,about 2.5 full-power years,"IAEA technical-meeting contribution, Description paragraph 2.",Accelerator-driven fusion-like neutron exposure target; not an observed campaign or completed accepted qualification dataset.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-107,sp-0020,materials_qualification,S2,IFMIF-DONES targets 50 dpa in about 3 full-power years in approximately 100 cm3.,official target,official target,targeted_ifmif_dones,fusion-src-045;fusion-src-046,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,designed_under_development_not_completed,50,dpa,approximately 100 cm3 high-flux volume,about 3 full-power years,"IAEA contribution Description paragraph 2; peer-reviewed paper HFTM section, DOI 10.1088/1741-4326/add172.",A designed irradiation target directly supports a physical time floor but is not a completed dataset.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-108,sp-0020,materials_qualification,S4,The IFMIF-DONES qualification chain includes post-irradiation examination after the multi-year HFTM campaign.,model or scenario estimate,model or scenario estimate,targeted_ifmif_dones,fusion-src-045,supports_with_limits,direct,exact_stage,frozen_tokamak_pathway,designed_under_development_not_completed,missing,missing,missing,future programme,Peer-reviewed paper discussion of post-irradiation tests and TRTM PIE; DOI 10.1088/1741-4326/add172.,Irradiation duration does not exhaust the qualification timeline; examination and acceptance remain downstream.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
fusion-clm-109,sp-0020,materials_qualification,S3,"IFMIF-DONES material and transmutation matching varies by material: the HFTM is tailored to Eurofer, while tungsten and copper conditions are not perfectly matched.",model or scenario estimate,model or scenario estimate,targeted_ifmif_dones,fusion-src-045,complicates,direct,exact_stage,frozen_tokamak_pathway,material_specific_transfer,missing,missing,missing,facility design,Peer-reviewed paper Introduction/HFTM discussion; DOI 10.1088/1741-4326/add172.,Do not generalize one material's dpa and transmutation match to all fusion-grade materials.,verified_against_original,routine_domain_review_no_owner_action,Atomic numerical or status claim; no S value is selected.
